Order,Number,ABLG,AlternateID_s_,CommonName,DonatingLab,Collector,CollectionDate,CollectionYear,CollectionMonth,CollectionDay,StateCountry,MarineRegion,MarineRegion2,Location1,StartLatitudeDD,StartLongitudeDD,LengthMM,WeightG,Lifestage,Sex
343,ABLG2208,2208,Pcod2005_AmchIs_SF050,pacific cod,Ingrid Spies,Olav Ormseth,2/22/05,2005,2,22,---,Aleutians,Aleutians,AmchitkaPass,51.67,-179.82,700,4520,---,male
344,ABLG2209,2209,PCod2005_Near_SF051,pacific cod,Ingrid Spies,---,2/23/05,2005,2,23,---,Aleutians,Aleutians,NearIslands,0,0,1040,16030,---,female
345,ABLG2211,2211,PCod2005_Near_SF053,pacific cod,Ingrid Spies,---,2/23/05,2005,2,23,---,Aleutians,Aleutians,NearIslands,0,0,1070,21040,---,female
346,ABLG2212,2212,PCod2005_Near_SF054,pacific cod,Ingrid Spies,---,2/23/05,2005,2,23,---,Aleutians,Aleutians,NearIslands,0,0,910,11070,---,female
347,ABLG2213,2213,PCod2005_Near_SF055,pacific cod,Ingrid Spies,---,2/23/05,2005,2,23,---,Aleutians,Aleutians,NearIslands,0,0,1030,20220,---,female
348,ABLG2215,2215,PCod2005_Near_SF092,pacific cod,Ingrid Spies,---,2/25/05,2005,2,25,---,Aleutians,Aleutians,NearIslands,0,0,720,4730,---,female
349,ABLG2216,2216,PCod2005_Near_SF093,pacific cod,Ingrid Spies,---,2/25/05,2005,2,25,---,Aleutians,Aleutians,NearIslands,0,0,840,9430,---,female
350,ABLG2217,2217,PCod2005_Near_SF094,pacific cod,Ingrid Spies,---,2/25/05,2005,2,25,---,Aleutians,Aleutians,NearIslands,0,0,810,7580,---,female
351,ABLG2218,2218,PCod2005_Near_SF095,pacific cod,Ingrid Spies,---,2/25/05,2005,2,25,---,Aleutians,Aleutians,NearIslands,0,0,820,7450,---,female
352,ABLG2219,2219,PCod2005_Near_SF096,pacific cod,Ingrid Spies,---,2/25/05,2005,2,25,---,Aleutians,Aleutians,NearIslands,0,0,640,3340,---,male
353,ABLG2220,2220,PCod2005_Near_SF097,pacific cod,Ingrid Spies,---,2/25/05,2005,2,25,---,Aleutians,Aleutians,NearIslands,0,0,670,3470,---,male
354,ABLG2221,2221,PCod2005_Near_SF098,pacific cod,Ingrid Spies,---,2/25/05,2005,2,25,---,Aleutians,Aleutians,NearIslands,0,0,1100,21070,---,female
355,ABLG2222,2222,PCod2005_Near_SF099,pacific cod,Ingrid Spies,---,2/25/05,2005,2,25,---,Aleutians,Aleutians,NearIslands,0,0,1110,22660,---,female
356,ABLG2224,2224,PCod2005_Near_SF101,pacific cod,Ingrid Spies,---,2/25/05,2005,2,25,---,Aleutians,Aleutians,NearIslands,0,0,970,12880,---,female
357,ABLG2225,2225,PCod2005_Near_SF102,pacific cod,Ingrid Spies,---,2/25/05,2005,2,25,---,Aleutians,Aleutians,NearIslands,0,0,930,11220,---,male
358,ABLG2226,2226,PCod2005_Near_SF103,pacific cod,Ingrid Spies,---,2/25/05,2005,2,25,---,Aleutians,Aleutians,NearIslands,0,0,830,7830,---,female
359,ABLG2228,2228,PCod2005_Near_SF105,pacific cod,Ingrid Spies,---,2/25/05,2005,2,25,---,Aleutians,Aleutians,NearIslands,0,0,820,7430,---,female
360,ABLG2229,2229,PCod2005_Near_SF106,pacific cod,Ingrid Spies,---,2/25/05,2005,2,25,---,Aleutians,Aleutians,NearIslands,0,0,530,1510,---,male
361,ABLG2230,2230,PCod2005_Near_SF107,pacific cod,Ingrid Spies,---,2/25/05,2005,2,25,---,Aleutians,Aleutians,NearIslands,0,0,860,9350,---,female
362,ABLG2231,2231,PCod2005_Near_SF108,pacific cod,Ingrid Spies,---,2/25/05,2005,2,25,---,Aleutians,Aleutians,NearIslands,0,0,1060,19630,---,female
363,ABLG2232,2232,PCod2005_Near_SF109,pacific cod,Ingrid Spies,---,2/25/05,2005,2,25,---,Aleutians,Aleutians,NearIslands,0,0,780,6420,---,female
364,ABLG2233,2233,PCod2005_Near_SF110,pacific cod,Ingrid Spies,---,2/25/05,2005,2,25,---,Aleutians,Aleutians,NearIslands,0,0,900,11920,---,female
365,ABLG2235,2235,PCod2005_Near_SF141,pacific cod,Ingrid Spies,---,2/27/05,2005,2,27,---,Aleutians,Aleutians,NearIslands,0,0,790,7270,---,female
366,ABLG2236,2236,PCod2005_Near_SF142,pacific cod,Ingrid Spies,---,2/27/05,2005,2,27,---,Aleutians,Aleutians,NearIslands,0,0,890,10740,---,female
367,ABLG2237,2237,PCod2005_Near_SF143,pacific cod,Ingrid Spies,---,2/27/05,2005,2,27,---,Aleutians,Aleutians,NearIslands,0,0,740,5940,---,female
368,ABLG2238,2238,PCod2005_Near_SF144,pacific cod,Ingrid Spies,---,2/27/05,2005,2,27,---,Aleutians,Aleutians,NearIslands,0,0,730,4980,---,female
369,ABLG2239,2239,PCod2016_Prvnts_16W-254,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
370,ABLG2241,2241,PCod2016_Prvnts_16W-256,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
371,ABLG2244,2244,PCod2016_Prvnts_16W-259,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
372,ABLG2245,2245,PCod2016_Prvnts_16W-260,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
373,ABLG2276,2276,PCod2016_Prvnts_16W-291,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
374,ABLG2278,2278,PCod2016_Prvnts_16W-293,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
375,ABLG2279,2279,PCod2016_Prvnts_16W-294,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
376,ABLG2282,2282,PCod2016_Prvnts_16W-297,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
377,ABLG2286,2286,PCod2004_HcteSt_01,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
378,ABLG2287,2287,PCod2004_HcteSt_02,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
379,ABLG2288,2288,PCod2004_HcteSt_03,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
380,ABLG2289,2289,PCod2004_HcteSt_04,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
381,ABLG2292,2292,PCod2004_HcteSt_07,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
382,ABLG2293,2293,PCod2004_HcteSt_08,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
383,ABLG2298,2298,PCod2004_HcteSt_13,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
384,ABLG2302,2302,PCod2004_HcteSt_17,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
385,ABLG2304,2304,PCod2004_HcteSt_19,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
386,ABLG2305,2305,PCod2004_HcteSt_20,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
387,ABLG2306,2306,PCod2004_HcteSt_21,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
388,ABLG2308,2308,PCod2004_HcteSt_23,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
389,ABLG2309,2309,PCod2004_HcteSt_24,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
390,ABLG2310,2310,PCod2004_HcteSt_25,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
391,ABLG2312,2312,PCod2004_HcteSt_27,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
392,ABLG2314,2314,PCod2004_HcteSt_29,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
393,ABLG2317,2317,PCod2004_HcteSt_32,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
394,ABLG2318,2318,PCod2004_HcteSt_33,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
395,ABLG2322,2322,PCod2004_HcteSt_37,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
396,ABLG2331,2331,PCod2004_HcteSt_46,pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
397,ABLG2334,2334,PCod2018_KOD_25,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
398,ABLG2335,2335,PCod2018_KOD_26,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
399,ABLG2336,2336,PCod2018_KOD_27,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
400,ABLG2337,2337,PCod2018_KOD_28,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
401,ABLG2338,2338,PCod2018_KOD_29,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
402,ABLG2339,2339,PCod2018_KOD_30,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
403,ABLG2340,2340,PCod2018_KOD_31,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
404,ABLG2341,2341,PCod2018_KOD_32,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
405,ABLG2342,2342,PCod2018_KOD_33,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
406,ABLG2343,2343,PCod2018_KOD_34,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
407,ABLG2344,2344,PCod2018_KOD_35,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
408,ABLG2345,2345,PCod2018_KOD_36,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
409,ABLG2346,2346,PCod2018_KOD_37,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
410,ABLG2347,2347,PCod2018_KOD_38,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
411,ABLG2348,2348,PCod2018_KOD_39,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
412,ABLG2349,2349,PCod2018_KOD_40,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
413,ABLG2350,2350,PCod2018_KOD_41,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
414,ABLG2351,2351,PCod2018_KOD_42,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
415,ABLG2352,2352,PCod2018_KOD_43,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
416,ABLG2353,2353,PCod2018_KOD_44,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
417,ABLG2354,2354,PCod2018_KOD_45,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
418,ABLG2356,2356,PCod2018_KOD_47,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
419,ABLG2358,2358,PCod2018_KOD_49,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
420,ABLG2359,2359,PCod2018_KOD_50,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
421,ABLG2362,2362,"C200103,C03,Pcod2020_Cook_103",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,660,3580,---,---
422,ABLG2363,2363,"C200104,C04,Pcod2020_Cook_104",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,710,4930,---,---
423,ABLG2364,2364,"C200105,C05,Pcod2020_Cook_105",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,610,2600,---,---
424,ABLG2365,2365,"C200106,C06,Pcod2020_Cook_106",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,620,2990,---,---
425,ABLG2366,2366,"C200107,C07,Pcod2020_Cook_107",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,550,2110,---,---
426,ABLG2367,2367,"C200108,C08,Pcod2020_Cook_108",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,510,1730,---,---
427,ABLG2368,2368,"C200109,C09,Pcod2020_Cook_109",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,700,4280,---,---
428,ABLG2369,2369,"C200110,C10,Pcod2020_Cook_110",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,550,2050,---,---
429,ABLG2370,2370,"C200111,C11,Pcod2020_Cook_111",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,820,6950,---,---
430,ABLG2371,2371,"C200112,C12,Pcod2020_Cook_112",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,550,1930,---,---
431,ABLG2377,2377,"C200118,C18,Pcod2020_Cook_118",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,540,2090,---,---
432,ABLG2378,2378,"C200119,C19,Pcod2020_Cook_119",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,500,1530,---,---
433,ABLG2379,2379,"C200120,C20,Pcod2020_Cook_120",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,500,1650,---,---
434,ABLG2380,2380,"C200121,C21,Pcod2020_Cook_121",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,620,3110,---,---
435,ABLG2381,2381,"C200122,C22,Pcod2020_Cook_122",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,650,3280,---,---
436,ABLG2382,2382,"C200123,C23,Pcod2020_Cook_123",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,870,8110,---,---
437,ABLG2383,2383,"C200124,C24,Pcod2020_Cook_124",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,740,4640,---,---
438,ABLG2386,2386,"C200203,C27,Pcod2020_Cook_203",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,490,1280,---,---
439,ABLG2388,2388,"C200205,C29,Pcod2020_Cook_205",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,680,3670,---,---
440,ABLG2389,2389,"C200206,C30,Pcod2020_Cook_206",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,620,2700,---,---
441,ABLG2394,2394,"C200211,C35,Pcod2020_Cook_211",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,770,4850,---,---
442,ABLG2396,2396,"C200213,C37,Pcod2020_Cook_213",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,690,3740,---,---
443,ABLG2402,2402,"C200219,C43,Pcod2020_Cook_219",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,850,6920,---,---
444,ABLG2404,2404,"C200221,C45,Pcod2020_Cook_221",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,650,2960,---,---
445,ABLG2405,2405,"C200222,C46,Pcod2020_Cook_222",pacific cod,Ingrid Spies,---,2/13/20,2020,2,13,---,wGOA,wGOA,CookInlet,0,0,550,1710,---,---
446,ABLG2483,2483,"P200404,E28,Pcod2020_PWSIn_404",pacific cod,Ingrid Spies,---,2/7/20,2020,2,7,---,wGOA,wGOA,PWS,0,0,700,3970,---,---
447,ABLG2490,2490,"P200411,E35,Pcod2020_PWSIn_411",pacific cod,Ingrid Spies,---,2/7/20,2020,2,7,---,wGOA,eGOA,PWS,0,0,640,3690,---,---
448,ABLG2501,2501,"P200422,E46,Pcod2020_PWSIn_422",pacific cod,Ingrid Spies,---,2/7/20,2020,2,7,---,wGOA,wGOA,PWS,0,0,660,3740,---,---
449,ABLG2504,2504,Pcod2019_Shum_B16,pacific cod,Ingrid Spies,Dwain Foster,3/29/19,2019,3,29,---,wGOA,wGOA,Shumagins,55.58,-160.31,0,0,---,---
450,ABLG2505,2505,Pcod2019_Shum_B34,pacific cod,Ingrid Spies,Dwain Foster,3/29/19,2019,3,29,---,wGOA,wGOA,Shumagins,55.58,-160.31,0,0,---,---
451,ABLG2507,2507,Pcod2019_Shum_B31,pacific cod,Ingrid Spies,Dwain Foster,3/29/19,2019,3,29,---,wGOA,wGOA,Shumagins,55.58,-160.31,0,0,---,---
452,ABLG2510,2510,Pcod2019_Shum_B15,pacific cod,Ingrid Spies,Dwain Foster,3/29/19,2019,3,29,---,wGOA,wGOA,Shumagins,55.58,-160.31,0,0,---,---
453,ABLG2511,2511,Pcod2019_Shum_B32,pacific cod,Ingrid Spies,Dwain Foster,3/29/19,2019,3,29,---,wGOA,wGOA,Shumagins,55.58,-160.31,0,0,---,---
454,ABLG2514,2514,Pcod2019_Shum_B42,pacific cod,Ingrid Spies,Dwain Foster,3/13/19,2019,3,13,---,wGOA,wGOA,Shumagins,55.28,-159.28,0,0,---,---
455,ABLG2516,2516,Pcod2019_Shum_B46,pacific cod,Ingrid Spies,Dwain Foster,3/13/19,2019,3,13,---,wGOA,wGOA,Shumagins,55.28,-159.28,0,0,---,---
456,ABLG2517,2517,Pcod2019_Shum_B44,pacific cod,Ingrid Spies,Dwain Foster,3/13/19,2019,3,13,---,wGOA,wGOA,Shumagins,55.28,-159.28,0,0,---,---
457,ABLG2518,2518,Pcod2019_Shum_B50,pacific cod,Ingrid Spies,Dwain Foster,3/13/19,2019,3,13,---,wGOA,wGOA,Shumagins,55.28,-159.28,0,0,---,---
458,ABLG2531,2531,"AK_2019_1,PCod2019_Knight_01",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
