Order,Number,ABLG,AlternateID_s_,CommonName,DonatingLab,Collector,CollectionDate,CollectionYear,CollectionMonth,CollectionDay,StateCountry,MarineRegion,MarineRegion2,Location1,StartLatitudeDD,StartLongitudeDD,LengthMM,WeightG,Lifestage,Sex
459,ABLG2532,2532,"AK_2019_2,PCod2019_Knight_02",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
460,ABLG2533,2533,"AK_2019_3,PCod2019_Knight_03",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
461,ABLG2534,2534,"AK_2019_4,PCod2019_Knight_04",pacific cod,Ingrid Spies,,2019,2019,,,---,EBS,EBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
462,ABLG2535,2535,"AK_2019_5,PCod2019_Knight_05",pacific cod,Ingrid Spies,,2019,2019,,,---,EBS,EBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
463,ABLG2536,2536,"AK_2019_7,PCod2019_Knight_06",pacific cod,Ingrid Spies,,2019,2019,,,---,EBS,EBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
464,ABLG2537,2537,"AK_2019_6,PCod2019_Knight_07",pacific cod,Ingrid Spies,,2019,2019,,,---,EBS,EBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
465,ABLG2538,2538,"AK_2019_8,PCod2019_Knight_08",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
466,ABLG2539,2539,"AK_2019_9,PCod2019_Knight_09",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
467,ABLG2540,2540,"AK_2019_10,PCod2019_Knight_10",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
468,ABLG2541,2541,"AK_2019_11,PCod2019_Knight_11",pacific cod,Ingrid Spies,,2019,2019,NBS,,---,NBS,NBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
469,ABLG2542,2542,"AK_2019_12,PCod2019_Knight_12",pacific cod,Ingrid Spies,,2019,2019,,,---,EBS,EBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
470,ABLG2543,2543,"AK_2019_13,PCod2019_Knight_13",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
471,ABLG2544,2544,"AK_2019_14,PCod2019_Knight_14",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
472,ABLG2545,2545,"AK_2019_15,PCod2019_Knight_15",pacific cod,Ingrid Spies,,2019,2019,,,---,EBS,EBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
473,ABLG2546,2546,"AK_2019_16,PCod2019_Knight_16",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
474,ABLG2547,2547,"AK_2019_17,PCod2019_Knight_17",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
475,ABLG2548,2548,"AK_2019_18,PCod2019_Knight_18",pacific cod,Ingrid Spies,,2019,2019,,,---,EBS,EBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
476,ABLG2549,2549,"AK_2019_19,PCod2019_Knight_19",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
477,ABLG2550,2550,"AK_2019_20,PCod2019_Knight_20",pacific cod,Ingrid Spies,,2019,2019,,,---,EBS,EBS,AK_Knight-tagged,53.33,-166.6,0,0,---,---
478,ABLG2551,2551,"Vest_2019_1,PCod2019_Vest_01",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,Vesteraalen-tagged,53.33,-166.6,0,0,---,---
479,ABLG2552,2552,"Vest_2019_2,PCod2019_Vest_02",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,Vesteraalen-tagged,53.33,-166.6,0,0,---,---
480,ABLG2553,2553,"Vest_2019_3,PCod2019_Vest_03",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,Vesteraalen-tagged,53.33,-166.6,0,0,---,---
481,ABLG2554,2554,"Vest_2019_4,PCod2019_Vest_04",pacific cod,Ingrid Spies,,2019,2019,,,---,EBS,EBS,Vesteraalen-tagged,53.33,-166.6,0,0,---,---
482,ABLG2555,2555,"Vest_2019_5,PCod2019_Vest_05",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,Vesteraalen-tagged,53.33,-166.6,0,0,---,---
483,ABLG2556,2556,"Vest_2019_6,PCod2019_Vest_06",pacific cod,Ingrid Spies,,2019,2019,,,---,EBS,EBS,Vesteraalen-tagged,53.33,-166.6,0,0,---,---
484,ABLG2557,2557,"Vest_2019_7,PCod2019_Vest_07",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,Vesteraalen-tagged,53.33,-166.6,0,0,---,---
485,ABLG2558,2558,"Vest_2019_8,PCod2019_Vest_08",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,Vesteraalen-tagged,53.33,-166.6,0,0,---,---
486,ABLG2559,2559,"Vest_2019_9,PCod2019_Vest_09",pacific cod,Ingrid Spies,,2019,2019,,,---,NBS,NBS,Vesteraalen-tagged,53.33,-166.6,0,0,---,---
487,ABLG2561,2561,PCod2016_Prvnts_16W-201,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
488,ABLG2563,2563,PCod2016_Prvnts_16W-203,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
489,ABLG2565,2565,PCod2016_Prvnts_16W-205,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,NBS,Pervenets,59.35,-177.22,0,0,---,---
490,ABLG2566,2566,PCod2016_Prvnts_16W-206,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
491,ABLG2568,2568,PCod2016_Prvnts_16W-208,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
492,ABLG2572,2572,PCod2016_Prvnts_16W-212,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
493,ABLG2575,2575,PCod2016_Prvnts_16W-215,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
494,ABLG2576,2576,PCod2016_Prvnts_16W-216,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
495,ABLG2577,2577,PCod2016_Prvnts_16W-217,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
496,ABLG2578,2578,PCod2016_Prvnts_16W-218,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
497,ABLG2579,2579,PCod2016_Prvnts_16W-219,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,NBS,Pervenets,59.35,-177.22,0,0,---,---
498,ABLG2581,2581,PCod2016_Prvnts_16W-221,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,NBS,Pervenets,59.35,-177.22,0,0,---,---
499,ABLG2582,2582,PCod2016_Prvnts_16W-222,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
500,ABLG2585,2585,PCod2016_Prvnts_16W-225,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
501,ABLG2588,2588,PCod2016_Prvnts_16W-228,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
502,ABLG2591,2591,PCod2016_Prvnts_16W-231,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,NBS,Pervenets,59.35,-177.22,0,0,---,---
503,ABLG2593,2593,PCod2016_Prvnts_16W-233,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
504,ABLG2594,2594,PCod2016_Prvnts_16W-234,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
505,ABLG2596,2596,PCod2016_Prvnts_16W-236,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,NBS,Pervenets,59.35,-177.22,0,0,---,---
506,ABLG2597,2597,PCod2016_Prvnts_16W-237,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,NBS,Pervenets,59.35,-177.22,0,0,---,---
507,ABLG2598,2598,PCod2016_Prvnts_16W-238,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
508,ABLG2600,2600,PCod2016_Prvnts_16W-240,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
509,ABLG2605,2605,PCod2016_Prvnts_16W-245,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
510,ABLG2607,2607,PCod2016_Prvnts_16W-247,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
511,ABLG2608,2608,PCod2016_Prvnts_16W-248,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
512,ABLG2609,2609,PCod2016_Prvnts_16W-249,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
513,ABLG2611,2611,PCod2016_Prvnts_16W-251,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
514,ABLG2612,2612,PCod2016_Prvnts_16W-252,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
515,ABLG2613,2613,PCod2016_Prvnts_16W-253,pacific cod,Ingrid Spies,,03/?/2016,2016,3,?,---,EBS,EBS,Pervenets,59.35,-177.22,0,0,---,---
516,ABLG2615,2615,Pcod2019_Shum_B39,pacific cod,Ingrid Spies,Dwain Foster,3/13/19,2019,3,13,---,wGOA,wGOA,Shumagins,55.28,159.28,0,0,---,---
517,ABLG2619,2619,Pcod2019_Shum_C2,pacific cod,Ingrid Spies,Dwain Foster,3/12/19,2019,3,12,---,wGOA,wGOA,Shumagins,55.27,-159.55,0,0,---,male
518,ABLG2620,2620,Pcod2019_Shum_C3,pacific cod,Ingrid Spies,Dwain Foster,3/12/19,2019,3,12,---,wGOA,wGOA,Shumagins,55.27,-159.55,0,0,---,male
519,ABLG2621,2621,Pcod2019_Shum_C4,pacific cod,Ingrid Spies,Dwain Foster,3/12/19,2019,3,12,---,wGOA,wGOA,Shumagins,55.27,-159.55,0,0,---,female
520,ABLG2622,2622,Pcod2019_Shum_C5,pacific cod,Ingrid Spies,Dwain Foster,3/12/19,2019,3,12,---,wGOA,wGOA,Shumagins,55.27,-159.55,0,0,---,female
521,ABLG2625,2625,Pcod2019_Shum_C8,pacific cod,Ingrid Spies,Dwain Foster,3/12/19,2019,3,12,---,wGOA,wGOA,Shumagins,55.27,-159.55,0,0,---,male
522,ABLG2627,2627,Pcod2019_Shum_C10,pacific cod,Ingrid Spies,Dwain Foster,3/12/19,2019,3,12,---,wGOA,wGOA,Shumagins,55.27,-159.55,0,0,---,male
523,ABLG2640,2640,PCIcy2020_4077-1,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,790,5170,adult,female
524,ABLG2641,2641,PCIcy2020_4077-2,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,710,4150,adult,female
525,ABLG2642,2642,PCIcy2020_4077-3,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,770,4670,adult,female
526,ABLG2643,2643,PCIcy2020_4077-4,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,660,3380,adult,male
527,ABLG2644,2644,PCIcy2020_4077-5,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,640,2930,adult,female
528,ABLG2645,2645,PCIcy2020_4077-6,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,600,2650,adult,male
529,ABLG2646,2646,PCIcy2020_4077-7,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,640,3150,adult,female
530,ABLG2648,2648,PCIcy2020_4077-9,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,740,4940,adult,female
531,ABLG2649,2649,PCIcy2020_4077-10,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,660,3790,adult,male
532,ABLG2650,2650,PCIcy2020_4077-11,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,720,4510,adult,male
533,ABLG2651,2651,PCIcy2020_4077-12,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,700,4040,adult,female
534,ABLG2652,2652,PCIcy2020_4077-13,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,630,3200,adult,male
535,ABLG2653,2653,PCIcy2020_4077-14,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,730,4650,adult,male
536,ABLG2654,2654,PCIcy2020_4077-15,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,460,1180,juvenile,male
537,ABLG2655,2655,PCIcy2020_4077-16,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,740,4260,adult,female
538,ABLG2656,2656,PCIcy2020_4077-17,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,780,5650,adult,female
539,ABLG2658,2658,PCIcy2020_4077-19,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,700,4650,adult,male
540,ABLG2659,2659,PCIcy2020_4077-20,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,770,4510,adult,female
541,ABLG2661,2661,PCIcy2020_4077-22,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,740,4790,adult,female
542,ABLG2662,2662,PCIcy2020_4077-23,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,580,2430,adult,male
543,ABLG2663,2663,PCIcy2020_4077-24,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,630,2970,adult,male
544,ABLG2664,2664,PCIcy2020_4077-25,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,700,4450,adult,male
545,ABLG2665,2665,PCIcy2020_4077-26,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,480,1110,juvenile,male
546,ABLG2666,2666,PCIcy2020_4077-27,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,560,1970,adult,female
547,ABLG2667,2667,PCIcy2020_4077-28,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,740,4400,adult,female
548,ABLG2668,2668,PCIcy2020_4077-29,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,690,3920,adult,male
549,ABLG2669,2669,PCIcy2020_4077-30,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,640,3560,adult,male
550,ABLG2670,2670,PCIcy2020_4077-31,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,550,1950,adult,female
551,ABLG2671,2671,PCIcy2020_4077-32,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,830,6210,adult,female
552,ABLG2672,2672,PCIcy2020_4077-33,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,560,2040,adult,female
553,ABLG2673,2673,PCIcy2020_4077-34,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,580,2700,adult,male
554,ABLG2674,2674,PCIcy2020_4077-35,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,570,2000,adult,female
555,ABLG2675,2675,PCIcy2020_4077-36,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,630,2790,adult,male
556,ABLG2676,2676,PCIcy2020_4077-37,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,650,3220,adult,female
557,ABLG2677,2677,PCIcy2020_4077-38,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,690,4110,adult,male
558,ABLG2678,2678,PCIcy2020_4077-39,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,710,4240,adult,female
559,ABLG2679,2679,PCIcy2020_4077-40,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,600,2490,adult,male
560,ABLG2680,2680,PCIcy2020_4077-41,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,690,3720,adult,female
561,ABLG2681,2681,PCIcy2020_4077-42,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,670,3130,adult,female
562,ABLG2682,2682,PCIcy2020_4077-43,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,670,3740,adult,male
563,ABLG2683,2683,PCIcy2020_4077-44,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,660,3740,adult,male
564,ABLG2684,2684,PCIcy2020_4077-45,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,590,2430,adult,male
565,ABLG2685,2685,PCIcy2020_4077-46,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,560,2270,adult,male
566,ABLG2687,2687,PCIcy2020_4077-48,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,710,4060,adult,male
567,ABLG2688,2688,PCIcy2020_4077-49,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,550,2090,adult,male
568,ABLG2689,2689,PCIcy2020_4077-50,pacific cod,Canino/Spies,,,,,,,eGOA,eGOA,LynnCanal,58.17,-135.27,680,3290,adult,female
569,ABLG2920,2920,"Russian_#3,PCOD19s_0505",pacific cod,Canino/Spies,,1/16/18,2018,1,16,,NBS,NBS,Russia,62.36,179.54,0,0,---,---
570,ABLG2923,2923,"Russian_#6,PCOD19s_0511",pacific cod,Canino/Spies,,1/16/18,2018,1,16,,NBS,NBS,Russia,62.36,179.54,0,0,---,---
571,ABLG2924,2924,"Russian_#7,PCOD19s_0513",pacific cod,Canino/Spies,,1/16/18,2018,1,16,,NBS,NBS,Russia,62.36,179.54,0,0,---,---
572,ABLG2926,2926,"Russian_#9,PCOD19s_0517",pacific cod,Canino/Spies,,1/16/18,2018,1,16,,NBS,NBS,Russia,62.36,179.54,0,0,---,---
573,ABLG2928,2928,"Russian_#11,PCOD19s_0521",pacific cod,Canino/Spies,,1/16/18,2018,1,16,,NBS,NBS,Russia,62.36,179.54,0,0,---,---
574,ABLG2929,2929,"Russian_#12,PCOD19s_0522",pacific cod,Canino/Spies,,1/16/18,2018,1,16,,NBS,NBS,Russia,62.36,179.54,0,0,---,---
575,ABLG2930,2930,"Russian_#13,PCOD19s_0525",pacific cod,Canino/Spies,,1/16/18,2018,1,16,,NBS,NBS,Russia,62.36,179.54,0,0,---,---
576,ABLG2931,2931,"Russian_#14,PCOD19s_0526",pacific cod,Canino/Spies,,1/16/18,2018,1,16,,NBS,NBS,Russia,62.36,179.54,0,0,---,---
577,ABLG2935,2935,"Russian_#18,PCOD19s_0535",pacific cod,Canino/Spies,,1/16/18,2018,1,16,,NBS,NBS,Russia,62.36,179.54,0,0,---,---
578,ABLG2936,2936,"Russian_#19,PCOD19s_0537",pacific cod,Canino/Spies,,1/16/18,2018,1,16,,NBS,NBS,Russia,62.36,179.54,0,0,---,---
579,ABLG2937,2937,"Russian_#20,PCOD19s_0539",pacific cod,Canino/Spies,,1/16/18,2018,1,16,,NBS,NBS,Russia,62.36,179.54,0,0,---,---
580,ABLG2938,2938,"Russian_#21,PCOD19s_0541",pacific cod,Canino/Spies,,1/16/18,2018,1,16,,NBS,NBS,Russia,62.36,179.54,0,0,---,---